,WG,AC,ON,OF,MT,SL,SW,SA,SG,TL,TW,TA,TG,IV,Total,driver,kart,tire,glider
61481516777131511141614,6.0,14.0,8.0,15.0,16.0,7.0,7.0,7.0,13.0,15.0,11.0,14.0,16,14,163.0,24154333388884,25436223442343,14265111421236,11111110210111
61591417668121512131713,6.0,15.0,9.0,14.0,17.0,6.0,6.0,8.0,12.0,15.0,12.0,13.0,17,13,163.0,24154333388884,25436223442343,14265111421236,12202001111020
71491416768131512131614,7.0,14.0,9.0,14.0,16.0,7.0,6.0,8.0,13.0,15.0,12.0,13.0,16,14,164.0,24154333388884,25436223442343,14265111421236,21201101211011
6131010158811101714151812,6.0,13.0,10.0,10.0,15.0,8.0,8.0,11.0,10.0,17.0,14.0,15.0,18,12,167.0,24154333388884,25436223442343,22413324244345,2112011110120
7121010149810111714151713,7.0,12.0,10.0,10.0,14.0,9.0,8.0,10.0,11.0,17.0,14.0,15.0,17,13,167.0,24154333388884,25436223442343,22413324244345,11111110210111
713119158711101715141812,7.0,13.0,11.0,9.0,15.0,8.0,7.0,11.0,10.0,17.0,15.0,14.0,18,12,167.0,24154333388884,25436223442343,22413324244345,12202001111020
812119149711111715141713,8.0,12.0,11.0,9.0,14.0,9.0,7.0,11.0,11.0,17.0,15.0,14.0,17,13,168.0,24154333388884,25436223442343,22413324244345,21201101211011
61581416799111613151712,6.0,15.0,8.0,14.0,16.0,7.0,9.0,9.0,11.0,16.0,13.0,15.0,17,12,168.0,24154333388884,25436223442343,24254232333335,2112011110120
71481415898121613151613,7.0,14.0,8.0,14.0,15.0,8.0,9.0,8.0,12.0,16.0,13.0,15.0,16,13,168.0,24154333388884,25436223442343,24254232333335,11111110210111
71591316789111614141712,7.0,15.0,9.0,13.0,16.0,7.0,8.0,9.0,11.0,16.0,14.0,14.0,17,12,168.0,24154333388884,25436223442343,24254232333335,12202001111020
81491315889121614141613,8.0,14.0,9.0,13.0,15.0,8.0,8.0,9.0,12.0,16.0,14.0,14.0,16,13,169.0,24154333388884,25436223442343,24254232333335,21201101211011
71210914961181510141512,7.0,12.0,10.0,9.0,14.0,9.0,6.0,11.0,8.0,15.0,10.0,14.0,15,12,152.0,24154333388884,25436223442343,31402404020215,2112011110120
811109131061091510141413,8.0,11.0,10.0,9.0,13.0,10.0,6.0,10.0,9.0,15.0,10.0,14.0,14,13,152.0,24154333388884,25436223442343,31402404020215,11111110210111
81211814951181511131512,8.0,12.0,11.0,8.0,14.0,9.0,5.0,11.0,8.0,15.0,11.0,13.0,15,12,152.0,24154333388884,25436223442343,31402404020215,12202001111020
911118131051191511131413,9.0,11.0,11.0,8.0,13.0,10.0,5.0,11.0,9.0,15.0,11.0,13.0,14,13,153.0,24154333388884,25436223442343,31402404020215,21201101211011
71491515810991411141613,7.0,14.0,9.0,15.0,15.0,8.0,10.0,9.0,9.0,14.0,11.0,14.0,16,13,164.0,24154333388884,25436223442343,33363342111226,2112011110120
813915149108101411141514,8.0,13.0,9.0,15.0,14.0,9.0,10.0,8.0,10.0,14.0,11.0,14.0,15,14,164.0,24154333388884,25436223442343,33363342111226,11111110210111
81410141589991412131613,8.0,14.0,10.0,14.0,15.0,8.0,9.0,9.0,9.0,14.0,12.0,13.0,16,13,164.0,24154333388884,25436223442343,33363342111226,12202001111020
913101414999101412131514,9.0,13.0,10.0,14.0,14.0,9.0,9.0,9.0,10.0,14.0,12.0,13.0,15,14,165.0,24154333388884,25436223442343,33363342111226,21201101211011
81171114998101512131413,8.0,11.0,7.0,11.0,14.0,9.0,9.0,8.0,10.0,15.0,12.0,13.0,14,13,154.0,24154333388884,25436223442343,40122431222106,2112011110120
910711131097111512131314,9.0,10.0,7.0,11.0,13.0,10.0,9.0,7.0,11.0,15.0,12.0,13.0,13,14,154.0,24154333388884,25436223442343,40122431222106,11111110210111
91181014988101513121413,9.0,11.0,8.0,10.0,14.0,9.0,8.0,8.0,10.0,15.0,13.0,12.0,14,13,154.0,24154333388884,25436223442343,40122431222106,12202001111020
1010810131088111513121314,10.0,10.0,8.0,10.0,13.0,10.0,8.0,8.0,11.0,15.0,13.0,12.0,13,14,155.0,24154333388884,25436223442343,40122431222106,21201101211011
8139161588991311121513,8.0,13.0,9.0,16.0,15.0,8.0,8.0,9.0,9.0,13.0,11.0,12.0,15,13,159.0,24154333388884,25436223442343,42373322101016,2112011110120
91291614988101311121414,9.0,12.0,9.0,16.0,14.0,9.0,8.0,8.0,10.0,13.0,11.0,12.0,14,14,159.0,24154333388884,25436223442343,42373322101016,11111110210111
91310151587991312111513,9.0,13.0,10.0,15.0,15.0,8.0,7.0,9.0,9.0,13.0,12.0,11.0,15,13,159.0,24154333388884,25436223442343,42373322101016,12202001111020
1012101514979101312111414,10.0,12.0,10.0,15.0,14.0,9.0,7.0,9.0,10.0,13.0,12.0,11.0,14,14,160.0,24154333388884,25436223442343,42373322101016,21201101211011
4171091768910151215159,4.0,17.0,10.0,9.0,17.0,6.0,8.0,9.0,10.0,15.0,12.0,15.0,15,9,156.0,25424333377773,25436223442343,5135122233423,2112011110120
51610916788111512151410,5.0,16.0,10.0,9.0,16.0,7.0,8.0,8.0,11.0,15.0,12.0,15.0,14,10,156.0,25424333377773,25436223442343,5135122233423,11111110210111
5171181767910151314159,5.0,17.0,11.0,8.0,17.0,6.0,7.0,9.0,10.0,15.0,13.0,14.0,15,9,156.0,25424333377773,25436223442343,5135122233423,12202001111020
61611816779111513141410,6.0,16.0,11.0,8.0,16.0,7.0,7.0,9.0,11.0,15.0,13.0,14.0,14,10,157.0,25424333377773,25436223442343,5135122233423,21201101211011
4189101859711161315176,4.0,18.0,9.0,10.0,18.0,5.0,9.0,7.0,11.0,16.0,13.0,15.0,17,6,158.0,25424333377773,25436223442343,6046030344440,2112011110120
5179101769612161315167,5.0,17.0,9.0,10.0,17.0,6.0,9.0,6.0,12.0,16.0,13.0,15.0,16,7,158.0,25424333377773,25436223442343,6046030344440,11111110210111
5181091858711161414176,5.0,18.0,10.0,9.0,18.0,5.0,8.0,7.0,11.0,16.0,14.0,14.0,17,6,158.0,25424333377773,25436223442343,6046030344440,12202001111020
6171091768712161414167,6.0,17.0,10.0,9.0,17.0,6.0,8.0,7.0,12.0,16.0,14.0,14.0,16,7,159.0,25424333377773,25436223442343,6046030344440,21201101211011
516111217678121410131612,5.0,16.0,11.0,12.0,17.0,6.0,7.0,8.0,12.0,14.0,10.0,13.0,16,12,159.0,25424333377773,25436223442343,14265111421236,2112011110120
615111216777131410131513,6.0,15.0,11.0,12.0,16.0,7.0,7.0,7.0,13.0,14.0,10.0,13.0,15,13,159.0,25424333377773,25436223442343,14265111421236,11111110210111
616121117668121411121612,6.0,16.0,12.0,11.0,17.0,6.0,6.0,8.0,12.0,14.0,11.0,12.0,16,12,159.0,25424333377773,25436223442343,14265111421236,12202001111020
715121116768131411121513,7.0,15.0,12.0,11.0,16.0,7.0,6.0,8.0,13.0,14.0,11.0,12.0,15,13,160.0,25424333377773,25436223442343,14265111421236,21201101211011
614137158811101613141711,6.0,14.0,13.0,7.0,15.0,8.0,8.0,11.0,10.0,16.0,13.0,14.0,17,11,163.0,25424333377773,25436223442343,22413324244345,2112011110120
713137149810111613141612,7.0,13.0,13.0,7.0,14.0,9.0,8.0,10.0,11.0,16.0,13.0,14.0,16,12,163.0,25424333377773,25436223442343,22413324244345,11111110210111
714146158711101614131711,7.0,14.0,14.0,6.0,15.0,8.0,7.0,11.0,10.0,16.0,14.0,13.0,17,11,163.0,25424333377773,25436223442343,22413324244345,12202001111020
813146149711111614131612,8.0,13.0,14.0,6.0,14.0,9.0,7.0,11.0,11.0,16.0,14.0,13.0,16,12,164.0,25424333377773,25436223442343,22413324244345,21201101211011
616111116799111512141611,6.0,16.0,11.0,11.0,16.0,7.0,9.0,9.0,11.0,15.0,12.0,14.0,16,11,164.0,25424333377773,25436223442343,24254232333335,2112011110120
715111115898121512141512,7.0,15.0,11.0,11.0,15.0,8.0,9.0,8.0,12.0,15.0,12.0,14.0,15,12,164.0,25424333377773,25436223442343,24254232333335,11111110210111
716121016789111513131611,7.0,16.0,12.0,10.0,16.0,7.0,8.0,9.0,11.0,15.0,13.0,13.0,16,11,164.0,25424333377773,25436223442343,24254232333335,12202001111020
815121015889121513131512,8.0,15.0,12.0,10.0,15.0,8.0,8.0,9.0,12.0,15.0,13.0,13.0,15,12,165.0,25424333377773,25436223442343,24254232333335,21201101211011
7131361496118149131411,7.0,13.0,13.0,6.0,14.0,9.0,6.0,11.0,8.0,14.0,9.0,13.0,14,11,148.0,25424333377773,25436223442343,31402404020215,2112011110120
81213613106109149131312,8.0,12.0,13.0,6.0,13.0,10.0,6.0,10.0,9.0,14.0,9.0,13.0,13,12,148.0,25424333377773,25436223442343,31402404020215,11111110210111
81314514951181410121411,8.0,13.0,14.0,5.0,14.0,9.0,5.0,11.0,8.0,14.0,10.0,12.0,14,11,148.0,25424333377773,25436223442343,31402404020215,12202001111020
912145131051191410121312,9.0,12.0,14.0,5.0,13.0,10.0,5.0,11.0,9.0,14.0,10.0,12.0,13,12,149.0,25424333377773,25436223442343,31402404020215,21201101211011
715121215810991310131512,7.0,15.0,12.0,12.0,15.0,8.0,10.0,9.0,9.0,13.0,10.0,13.0,15,12,160.0,25424333377773,25436223442343,33363342111226,2112011110120
8141212149108101310131413,8.0,14.0,12.0,12.0,14.0,9.0,10.0,8.0,10.0,13.0,10.0,13.0,14,13,160.0,25424333377773,25436223442343,33363342111226,11111110210111
81513111589991311121512,8.0,15.0,13.0,11.0,15.0,8.0,9.0,9.0,9.0,13.0,11.0,12.0,15,12,160.0,25424333377773,25436223442343,33363342111226,12202001111020
914131114999101311121413,9.0,14.0,13.0,11.0,14.0,9.0,9.0,9.0,10.0,13.0,11.0,12.0,14,13,161.0,25424333377773,25436223442343,33363342111226,21201101211011
81210814998101411121312,8.0,12.0,10.0,8.0,14.0,9.0,9.0,8.0,10.0,14.0,11.0,12.0,13,12,150.0,25424333377773,25436223442343,40122431222106,2112011110120
911108131097111411121213,9.0,11.0,10.0,8.0,13.0,10.0,9.0,7.0,11.0,14.0,11.0,12.0,12,13,150.0,25424333377773,25436223442343,40122431222106,11111110210111
91211714988101412111312,9.0,12.0,11.0,7.0,14.0,9.0,8.0,8.0,10.0,14.0,12.0,11.0,13,12,150.0,25424333377773,25436223442343,40122431222106,12202001111020
1011117131088111412111213,10.0,11.0,11.0,7.0,13.0,10.0,8.0,8.0,11.0,14.0,12.0,11.0,12,13,151.0,25424333377773,25436223442343,40122431222106,21201101211011
81412131588991210111412,8.0,14.0,12.0,13.0,15.0,8.0,8.0,9.0,9.0,12.0,10.0,11.0,14,12,155.0,25424333377773,25436223442343,42373322101016,2112011110120
913121314988101210111313,9.0,13.0,12.0,13.0,14.0,9.0,8.0,8.0,10.0,12.0,10.0,11.0,13,13,155.0,25424333377773,25436223442343,42373322101016,11111110210111
91413121587991211101412,9.0,14.0,13.0,12.0,15.0,8.0,7.0,9.0,9.0,12.0,11.0,10.0,14,12,155.0,25424333377773,25436223442343,42373322101016,12202001111020
1013131214979101211101313,10.0,13.0,13.0,12.0,14.0,9.0,7.0,9.0,10.0,12.0,11.0,10.0,13,13,156.0,25424333377773,25436223442343,42373322101016,21201101211011
516810178101112141114149,5.0,16.0,8.0,10.0,17.0,8.0,10.0,11.0,12.0,14.0,11.0,14.0,14,9,159.0,34234555566663,25436223442343,5135122233423,2112011110120
6158101691010131411141310,6.0,15.0,8.0,10.0,16.0,9.0,10.0,10.0,13.0,14.0,11.0,14.0,13,10,159.0,34234555566663,25436223442343,5135122233423,11111110210111
6169917891112141213149,6.0,16.0,9.0,9.0,17.0,8.0,9.0,11.0,12.0,14.0,12.0,13.0,14,9,159.0,34234555566663,25436223442343,5135122233423,12202001111020
71599169911131412131310,7.0,15.0,9.0,9.0,16.0,9.0,9.0,11.0,13.0,14.0,12.0,13.0,13,10,160.0,34234555566663,25436223442343,5135122233423,21201101211011
51771118711913151214166,5.0,17.0,7.0,11.0,18.0,7.0,11.0,9.0,13.0,15.0,12.0,14.0,16,6,161.0,34234555566663,25436223442343,6046030344440,2112011110120
61671117811814151214157,6.0,16.0,7.0,11.0,17.0,8.0,11.0,8.0,14.0,15.0,12.0,14.0,15,7,161.0,34234555566663,25436223442343,6046030344440,11111110210111
61781018710913151313166,6.0,17.0,8.0,10.0,18.0,7.0,10.0,9.0,13.0,15.0,13.0,13.0,16,6,161.0,34234555566663,25436223442343,6046030344440,12202001111020
71681017810914151313157,7.0,16.0,8.0,10.0,17.0,8.0,10.0,9.0,14.0,15.0,13.0,13.0,15,7,162.0,34234555566663,25436223442343,6046030344440,21201101211011
61591317891014139121512,6.0,15.0,9.0,13.0,17.0,8.0,9.0,10.0,14.0,13.0,9.0,12.0,15,12,162.0,34234555566663,25436223442343,14265111421236,2112011110120
7149131699915139121413,7.0,14.0,9.0,13.0,16.0,9.0,9.0,9.0,15.0,13.0,9.0,12.0,14,13,162.0,34234555566663,25436223442343,14265111421236,11111110210111
7151012178810141310111512,7.0,15.0,10.0,12.0,17.0,8.0,8.0,10.0,14.0,13.0,10.0,11.0,15,12,162.0,34234555566663,25436223442343,14265111421236,12202001111020
8141012169810151310111413,8.0,14.0,10.0,12.0,16.0,9.0,8.0,10.0,15.0,13.0,10.0,11.0,14,13,163.0,34234555566663,25436223442343,14265111421236,21201101211011
71311815101013121512131611,7.0,13.0,11.0,8.0,15.0,10.0,10.0,13.0,12.0,15.0,12.0,13.0,16,11,166.0,34234555566663,25436223442343,22413324244345,2112011110120
81211814111012131512131512,8.0,12.0,11.0,8.0,14.0,11.0,10.0,12.0,13.0,15.0,12.0,13.0,15,12,166.0,34234555566663,25436223442343,22413324244345,11111110210111
8131271510913121513121611,8.0,13.0,12.0,7.0,15.0,10.0,9.0,13.0,12.0,15.0,13.0,12.0,16,11,166.0,34234555566663,25436223442343,22413324244345,12202001111020
9121271411913131513121512,9.0,12.0,12.0,7.0,14.0,11.0,9.0,13.0,13.0,15.0,13.0,12.0,15,12,167.0,34234555566663,25436223442343,22413324244345,21201101211011
7159121691111131411131511,7.0,15.0,9.0,12.0,16.0,9.0,11.0,11.0,13.0,14.0,11.0,13.0,15,11,167.0,34234555566663,25436223442343,24254232333335,2112011110120
81491215101110141411131412,8.0,14.0,9.0,12.0,15.0,10.0,11.0,10.0,14.0,14.0,11.0,13.0,14,12,167.0,34234555566663,25436223442343,24254232333335,11111110210111
81510111691011131412121511,8.0,15.0,10.0,11.0,16.0,9.0,10.0,11.0,13.0,14.0,12.0,12.0,15,11,167.0,34234555566663,25436223442343,24254232333335,12202001111020
914101115101011141412121412,9.0,14.0,10.0,11.0,15.0,10.0,10.0,11.0,14.0,14.0,12.0,12.0,14,12,168.0,34234555566663,25436223442343,24254232333335,21201101211011
812117141181310138121311,8.0,12.0,11.0,7.0,14.0,11.0,8.0,13.0,10.0,13.0,8.0,12.0,13,11,151.0,34234555566663,25436223442343,31402404020215,2112011110120
911117131281211138121212,9.0,11.0,11.0,7.0,13.0,12.0,8.0,12.0,11.0,13.0,8.0,12.0,12,12,151.0,34234555566663,25436223442343,31402404020215,11111110210111
912126141171310139111311,9.0,12.0,12.0,6.0,14.0,11.0,7.0,13.0,10.0,13.0,9.0,11.0,13,11,151.0,34234555566663,25436223442343,31402404020215,12202001111020
1011126131271311139111212,10.0,11.0,12.0,6.0,13.0,12.0,7.0,13.0,11.0,13.0,9.0,11.0,12,12,152.0,34234555566663,25436223442343,31402404020215,21201101211011
81410131510121111129121412,8.0,14.0,10.0,13.0,15.0,10.0,12.0,11.0,11.0,12.0,9.0,12.0,14,12,163.0,34234555566663,25436223442343,33363342111226,2112011110120
91310131411121012129121313,9.0,13.0,10.0,13.0,14.0,11.0,12.0,10.0,12.0,12.0,9.0,12.0,13,13,163.0,34234555566663,25436223442343,33363342111226,11111110210111
914111215101111111210111412,9.0,14.0,11.0,12.0,15.0,10.0,11.0,11.0,11.0,12.0,10.0,11.0,14,12,163.0,34234555566663,25436223442343,33363342111226,12202001111020
1013111214111111121210111313,10.0,13.0,11.0,12.0,14.0,11.0,11.0,11.0,12.0,12.0,10.0,11.0,13,13,164.0,34234555566663,25436223442343,33363342111226,21201101211011
9118914111110121310111212,9.0,11.0,8.0,9.0,14.0,11.0,11.0,10.0,12.0,13.0,10.0,11.0,12,12,153.0,34234555566663,25436223442343,40122431222106,2112011110120
1010891312119131310111113,10.0,10.0,8.0,9.0,13.0,12.0,11.0,9.0,13.0,13.0,10.0,11.0,11,13,153.0,34234555566663,25436223442343,40122431222106,11111110210111
10119814111010121311101212,10.0,11.0,9.0,8.0,14.0,11.0,10.0,10.0,12.0,13.0,11.0,10.0,12,12,153.0,34234555566663,25436223442343,40122431222106,12202001111020
11109813121010131311101113,11.0,10.0,9.0,8.0,13.0,12.0,10.0,10.0,13.0,13.0,11.0,10.0,11,13,154.0,34234555566663,25436223442343,40122431222106,21201101211011
91310141510101111119101312,9.0,13.0,10.0,14.0,15.0,10.0,10.0,11.0,11.0,11.0,9.0,10.0,13,12,158.0,34234555566663,25436223442343,42373322101016,2112011110120
101210141411101012119101213,10.0,12.0,10.0,14.0,14.0,11.0,10.0,10.0,12.0,11.0,9.0,10.0,12,13,158.0,34234555566663,25436223442343,42373322101016,11111110210111
10131113151091111111091312,10.0,13.0,11.0,13.0,15.0,10.0,9.0,11.0,11.0,11.0,10.0,9.0,13,12,158.0,34234555566663,25436223442343,42373322101016,12202001111020
11121113141191112111091213,11.0,12.0,11.0,13.0,14.0,11.0,9.0,11.0,12.0,11.0,10.0,9.0,12,13,159.0,34234555566663,25436223442343,42373322101016,21201101211011
51691117791011151215159,5.0,16.0,9.0,11.0,17.0,7.0,9.0,10.0,11.0,15.0,12.0,15.0,15,9,161.0,34344444477773,25436223442343,5135122233423,2112011110120
61591116899121512151410,6.0,15.0,9.0,11.0,16.0,8.0,9.0,9.0,12.0,15.0,12.0,15.0,14,10,161.0,34344444477773,25436223442343,5135122233423,11111110210111
616101017781011151314159,6.0,16.0,10.0,10.0,17.0,7.0,8.0,10.0,11.0,15.0,13.0,14.0,15,9,161.0,34344444477773,25436223442343,5135122233423,12202001111020
7151010168810121513141410,7.0,15.0,10.0,10.0,16.0,8.0,8.0,10.0,12.0,15.0,13.0,14.0,14,10,162.0,34344444477773,25436223442343,5135122233423,21201101211011
51781218610812161315176,5.0,17.0,8.0,12.0,18.0,6.0,10.0,8.0,12.0,16.0,13.0,15.0,17,6,163.0,34344444477773,25436223442343,6046030344440,2112011110120
61681217710713161315167,6.0,16.0,8.0,12.0,17.0,7.0,10.0,7.0,13.0,16.0,13.0,15.0,16,7,163.0,34344444477773,25436223442343,6046030344440,11111110210111
6179111869812161414176,6.0,17.0,9.0,11.0,18.0,6.0,9.0,8.0,12.0,16.0,14.0,14.0,17,6,163.0,34344444477773,25436223442343,6046030344440,12202001111020
7169111779813161414167,7.0,16.0,9.0,11.0,17.0,7.0,9.0,8.0,13.0,16.0,14.0,14.0,16,7,164.0,34344444477773,25436223442343,6046030344440,21201101211011
615101417789131410131612,6.0,15.0,10.0,14.0,17.0,7.0,8.0,9.0,13.0,14.0,10.0,13.0,16,12,164.0,34344444477773,25436223442343,14265111421236,2112011110120
714101416888141410131513,7.0,14.0,10.0,14.0,16.0,8.0,8.0,8.0,14.0,14.0,10.0,13.0,15,13,164.0,34344444477773,25436223442343,14265111421236,11111110210111
715111317779131411121612,7.0,15.0,11.0,13.0,17.0,7.0,7.0,9.0,13.0,14.0,11.0,12.0,16,12,164.0,34344444477773,25436223442343,14265111421236,12202001111020
814111316879141411121513,8.0,14.0,11.0,13.0,16.0,8.0,7.0,9.0,14.0,14.0,11.0,12.0,15,13,165.0,34344444477773,25436223442343,14265111421236,21201101211011
713129159912111613141711,7.0,13.0,12.0,9.0,15.0,9.0,9.0,12.0,11.0,16.0,13.0,14.0,17,11,168.0,34344444477773,25436223442343,22413324244345,2112011110120
8121291410911121613141612,8.0,12.0,12.0,9.0,14.0,10.0,9.0,11.0,12.0,16.0,13.0,14.0,16,12,168.0,34344444477773,25436223442343,22413324244345,11111110210111
813138159812111614131711,8.0,13.0,13.0,8.0,15.0,9.0,8.0,12.0,11.0,16.0,14.0,13.0,17,11,168.0,34344444477773,25436223442343,22413324244345,12202001111020
9121381410812121614131612,9.0,12.0,13.0,8.0,14.0,10.0,8.0,12.0,12.0,16.0,14.0,13.0,16,12,169.0,34344444477773,25436223442343,22413324244345,21201101211011
71510131681010121512141611,7.0,15.0,10.0,13.0,16.0,8.0,10.0,10.0,12.0,15.0,12.0,14.0,16,11,169.0,34344444477773,25436223442343,24254232333335,2112011110120
8141013159109131512141512,8.0,14.0,10.0,13.0,15.0,9.0,10.0,9.0,13.0,15.0,12.0,14.0,15,12,169.0,34344444477773,25436223442343,24254232333335,11111110210111
8151112168910121513131611,8.0,15.0,11.0,12.0,16.0,8.0,9.0,10.0,12.0,15.0,13.0,13.0,16,11,169.0,34344444477773,25436223442343,24254232333335,12202001111020
9141112159910131513131512,9.0,14.0,11.0,12.0,15.0,9.0,9.0,10.0,13.0,15.0,13.0,13.0,15,12,170.0,34344444477773,25436223442343,24254232333335,21201101211011
81212814107129149131411,8.0,12.0,12.0,8.0,14.0,10.0,7.0,12.0,9.0,14.0,9.0,13.0,14,11,153.0,34344444477773,25436223442343,31402404020215,2112011110120
911128131171110149131312,9.0,11.0,12.0,8.0,13.0,11.0,7.0,11.0,10.0,14.0,9.0,13.0,13,12,153.0,34344444477773,25436223442343,31402404020215,11111110210111
912137141061291410121411,9.0,12.0,13.0,7.0,14.0,10.0,6.0,12.0,9.0,14.0,10.0,12.0,14,11,153.0,34344444477773,25436223442343,31402404020215,12202001111020
10111371311612101410121312,10.0,11.0,13.0,7.0,13.0,11.0,6.0,12.0,10.0,14.0,10.0,12.0,13,12,154.0,34344444477773,25436223442343,31402404020215,21201101211011
81411141591110101310131512,8.0,14.0,11.0,14.0,15.0,9.0,11.0,10.0,10.0,13.0,10.0,13.0,15,12,165.0,34344444477773,25436223442343,33363342111226,2112011110120
91311141410119111310131413,9.0,13.0,11.0,14.0,14.0,10.0,11.0,9.0,11.0,13.0,10.0,13.0,14,13,165.0,34344444477773,25436223442343,33363342111226,11111110210111
91412131591010101311121512,9.0,14.0,12.0,13.0,15.0,9.0,10.0,10.0,10.0,13.0,11.0,12.0,15,12,165.0,34344444477773,25436223442343,33363342111226,12202001111020
1013121314101010111311121413,10.0,13.0,12.0,13.0,14.0,10.0,10.0,10.0,11.0,13.0,11.0,12.0,14,13,166.0,34344444477773,25436223442343,33363342111226,21201101211011
9119101410109111411121312,9.0,11.0,9.0,10.0,14.0,10.0,10.0,9.0,11.0,14.0,11.0,12.0,13,12,155.0,34344444477773,25436223442343,40122431222106,2112011110120
10109101311108121411121213,10.0,10.0,9.0,10.0,13.0,11.0,10.0,8.0,12.0,14.0,11.0,12.0,12,13,155.0,34344444477773,25436223442343,40122431222106,11111110210111
1011109141099111412111312,10.0,11.0,10.0,9.0,14.0,10.0,9.0,9.0,11.0,14.0,12.0,11.0,13,12,155.0,34344444477773,25436223442343,40122431222106,12202001111020
1110109131199121412111213,11.0,10.0,10.0,9.0,13.0,11.0,9.0,9.0,12.0,14.0,12.0,11.0,12,13,156.0,34344444477773,25436223442343,40122431222106,21201101211011
9131115159910101210111412,9.0,13.0,11.0,15.0,15.0,9.0,9.0,10.0,10.0,12.0,10.0,11.0,14,12,160.0,34344444477773,25436223442343,42373322101016,2112011110120
10121115141099111210111313,10.0,12.0,11.0,15.0,14.0,10.0,9.0,9.0,11.0,12.0,10.0,11.0,13,13,160.0,34344444477773,25436223442343,42373322101016,11111110210111
10131214159810101211101412,10.0,13.0,12.0,14.0,15.0,9.0,8.0,10.0,10.0,12.0,11.0,10.0,14,12,160.0,34344444477773,25436223442343,42373322101016,12202001111020
111212141410810111211101313,11.0,12.0,12.0,14.0,14.0,10.0,8.0,10.0,11.0,12.0,11.0,10.0,13,13,161.0,34344444477773,25436223442343,42373322101016,21201101211011
615910179111213131013137,6.0,15.0,9.0,10.0,17.0,9.0,11.0,12.0,13.0,13.0,10.0,13.0,13,7,158.0,43334666655551,25436223442343,5135122233423,2112011110120
7149101610111114131013128,7.0,14.0,9.0,10.0,16.0,10.0,11.0,11.0,14.0,13.0,10.0,13.0,12,8,158.0,43334666655551,25436223442343,5135122233423,11111110210111
715109179101213131112137,7.0,15.0,10.0,9.0,17.0,9.0,10.0,12.0,13.0,13.0,11.0,12.0,13,7,158.0,43334666655551,25436223442343,5135122233423,12202001111020
8141091610101214131112128,8.0,14.0,10.0,9.0,16.0,10.0,10.0,12.0,14.0,13.0,11.0,12.0,12,8,159.0,43334666655551,25436223442343,5135122233423,21201101211011
616811188121014141113154,6.0,16.0,8.0,11.0,18.0,8.0,12.0,10.0,14.0,14.0,11.0,13.0,15,4,160.0,43334666655551,25436223442343,6046030344440,2112011110120
71581117912915141113145,7.0,15.0,8.0,11.0,17.0,9.0,12.0,9.0,15.0,14.0,11.0,13.0,14,5,160.0,43334666655551,25436223442343,6046030344440,11111110210111
716910188111014141212154,7.0,16.0,9.0,10.0,18.0,8.0,11.0,10.0,14.0,14.0,12.0,12.0,15,4,160.0,43334666655551,25436223442343,6046030344440,12202001111020
815910179111015141212145,8.0,15.0,9.0,10.0,17.0,9.0,11.0,10.0,15.0,14.0,12.0,12.0,14,5,161.0,43334666655551,25436223442343,6046030344440,21201101211011
7141013179101115128111410,7.0,14.0,10.0,13.0,17.0,9.0,10.0,11.0,15.0,12.0,8.0,11.0,14,10,161.0,43334666655551,25436223442343,14265111421236,2112011110120
81310131610101016128111311,8.0,13.0,10.0,13.0,16.0,10.0,10.0,10.0,16.0,12.0,8.0,11.0,13,11,161.0,43334666655551,25436223442343,14265111421236,11111110210111
814111217991115129101410,8.0,14.0,11.0,12.0,17.0,9.0,9.0,11.0,15.0,12.0,9.0,10.0,14,10,161.0,43334666655551,25436223442343,14265111421236,12202001111020
9131112161091116129101311,9.0,13.0,11.0,12.0,16.0,10.0,9.0,11.0,16.0,12.0,9.0,10.0,13,11,162.0,43334666655551,25436223442343,14265111421236,21201101211011
8121281511111413141112159,8.0,12.0,12.0,8.0,15.0,11.0,11.0,14.0,13.0,14.0,11.0,12.0,15,9,165.0,43334666655551,25436223442343,22413324244345,2112011110120
91112814121113141411121410,9.0,11.0,12.0,8.0,14.0,12.0,11.0,13.0,14.0,14.0,11.0,12.0,14,10,165.0,43334666655551,25436223442343,22413324244345,11111110210111
9121371511101413141211159,9.0,12.0,13.0,7.0,15.0,11.0,10.0,14.0,13.0,14.0,12.0,11.0,15,9,165.0,43334666655551,25436223442343,22413324244345,12202001111020
101113714121014141412111410,10.0,11.0,13.0,7.0,14.0,12.0,10.0,14.0,14.0,14.0,12.0,11.0,14,10,166.0,43334666655551,25436223442343,22413324244345,21201101211011
81410121610121214131012149,8.0,14.0,10.0,12.0,16.0,10.0,12.0,12.0,14.0,13.0,10.0,12.0,14,9,166.0,43334666655551,25436223442343,24254232333335,2112011110120
913101215111211151310121310,9.0,13.0,10.0,12.0,15.0,11.0,12.0,11.0,15.0,13.0,10.0,12.0,13,10,166.0,43334666655551,25436223442343,24254232333335,11111110210111
91411111610111214131111149,9.0,14.0,11.0,11.0,16.0,10.0,11.0,12.0,14.0,13.0,11.0,11.0,14,9,166.0,43334666655551,25436223442343,24254232333335,12202001111020
1013111115111112151311111310,10.0,13.0,11.0,11.0,15.0,11.0,11.0,12.0,15.0,13.0,11.0,11.0,13,10,167.0,43334666655551,25436223442343,24254232333335,21201101211011
